Schaefer_Region,Brainnetome_Region,Overlap_Percentage
67,13,1.3755158184319118
67,5,0.8253094910591471
67,21,0.1375515818431912
67,1,0.0
67,2,0.0
67,3,0.0
67,4,0.0
67,6,0.0
68,21,63.33333333333333
68,31,18.650793650793652
68,19,3.7301587301587302
68,15,3.3333333333333335
68,23,2.4603174603174605
68,35,0.31746031746031744
68,33,0.15873015873015872
68,1,0.0
68,2,0.0
68,3,0.0
69,17,37.51507840772014
69,29,24.96984318455971
69,31,12.062726176115802
69,21,9.529553679131483
69,23,4.945717732207479
69,33,1.3268998793727382
69,63,0.24125452352231602
69,1,0.0
69,2,0.0
69,3,0.0
70,17,45.75260804769001
70,63,31.594634873323397
70,25,11.475409836065573
70,23,1.3412816691505216
70,53,0.14903129657228018
70,55,0.14903129657228018
70,1,0.0
70,2,0.0
70,3,0.0
70,4,0.0
71,151,64.13662239089184
71,127,8.159392789373813
71,207,6.83111954459203
71,147,6.261859582542694
71,209,5.1233396584440225
71,197,2.2770398481973433
71,153,1.3282732447817838
71,191,0.18975332068311196
71,1,0.0
71,2,0.0
72,175,33.17307692307692
72,181,21.153846153846153
72,177,10.096153846153847
72,185,2.8846153846153846
72,1,0.0
72,2,0.0
72,3,0.0
72,4,0.0
72,5,0.0
72,6,0.0
73,177,60.36585365853659
73,183,4.878048780487805
73,185,4.878048780487805
73,184,2.4390243902439024
73,180,1.2195121951219512
73,1,0.0
73,2,0.0
73,3,0.0
73,4,0.0
73,5,0.0
74,83,43.41147938561035
74,69,16.976556184316895
74,93,15.844785772029102
74,77,12.045270816491511
74,95,5.335489086499596
74,79,2.263540824575586
74,103,0.4850444624090542
74,43,0.08084074373484236
74,1,0.0
74,2,0.0
75,95,36.03603603603604
75,81,22.779922779922778
75,83,18.01801801801802
75,101,13.77091377091377
75,99,5.276705276705277
75,87,3.474903474903475
75,1,0.0
75,2,0.0
75,3,0.0
75,4,0.0
76,79,48.61995753715499
76,87,39.06581740976646
76,83,3.9278131634819533
76,75,2.0169851380042463
76,77,1.5923566878980893
76,73,0.743099787685775
76,81,0.5307855626326964
76,1,0.0
76,2,0.0
76,3,0.0
77,87,47.522236340533674
77,75,17.280813214739517
77,81,14.485387547649301
77,121,8.513341804320202
77,85,3.176620076238882
77,79,2.9224904701397714
77,71,0.12706480304955528
77,1,0.0
77,2,0.0
77,3,0.0
78,121,30.3970223325062
78,75,28.03970223325062
78,123,23.076923076923077
78,85,8.436724565756824
78,141,0.9925558312655087
78,71,0.620347394540943
78,87,0.37220843672456577
78,81,0.24813895781637718
78,143,0.12406947890818859
78,1,0.0
79,143,64.3510054844607
79,123,22.486288848263253
79,85,8.409506398537477
79,141,0.5484460694698354
79,1,0.0
79,2,0.0
79,3,0.0
79,4,0.0
79,5,0.0
79,6,0.0
80,135,57.02875399361022
80,143,32.74760383386581
80,1,0.0
80,2,0.0
80,3,0.0
80,4,0.0
80,5,0.0
80,6,0.0
80,7,0.0
80,8,0.0
81,141,50.63938618925832
81,143,38.87468030690537
81,75,0.2557544757033248
81,1,0.0
81,2,0.0
81,3,0.0
81,4,0.0
81,5,0.0
81,6,0.0
81,7,0.0
82,143,53.77446411929171
82,137,21.062441752096923
82,141,13.42031686859273
82,135,0.5591798695246971
82,1,0.0
82,2,0.0
82,3,0.0
82,4,0.0
82,5,0.0
82,6,0.0
83,43,29.743589743589745
83,165,27.17948717948718
83,51,25.982905982905987
83,167,5.299145299145299
83,45,0.6837606837606838
83,69,0.3418803418803419
83,77,0.3418803418803419
83,173,0.17094017094017094
83,1,0.0
83,2,0.0
84,187,48.473967684021545
84,41,24.775583482944345
84,49,14.362657091561939
84,178,1.0771992818671454
84,42,0.718132854578097
84,47,0.718132854578097
84,50,0.5385996409335727
84,177,0.3590664272890485
84,188,0.3590664272890485
84,223,0.3590664272890485
85,51,36.757990867579906
85,35,30.82191780821918
85,37,21.689497716894977
85,167,2.5114155251141552
85,43,1.82648401826484
85,1,0.0
85,2,0.0
85,3,0.0
85,4,0.0
85,5,0.0
86,27,38.79231473010064
86,41,24.153705397987192
86,47,17.108874656907595
86,13,11.61939615736505
86,45,0.4574565416285453
86,187,0.36596523330283626
86,48,0.2744739249771272
86,42,0.18298261665141813
86,1,0.0
86,2,0.0
87,33,32.66033254156769
87,39,18.646080760095014
87,37,15.439429928741092
87,35,14.251781472684085
87,31,4.275534441805226
87,29,3.9192399049881232
87,63,1.3064133016627077
87,167,0.7125890736342043
87,1,0.0
87,2,0.0
88,187,45.585874799357946
88,179,24.077046548956663
88,13,20.706260032102726
88,41,5.9390048154093105
88,177,0.8025682182985553
88,188,0.4815409309791332
88,42,0.16051364365971107
88,178,0.16051364365971107
88,1,0.0
88,2,0.0
89,13,60.98522167487685
89,5,16.25615763546798
89,19,4.827586206896552
89,41,1.9704433497536946
89,15,1.7733990147783252
89,14,0.9852216748768473
89,11,0.8866995073891626
89,179,0.3940886699507389
89,12,0.2955665024630542
89,1,0.0
90,179,46.62273476112026
90,11,23.88797364085667
90,177,6.425041186161449
90,13,6.260296540362438
90,180,2.9654036243822075
90,187,2.800658978583196
90,12,0.4942339373970346
90,1,0.16474464579901155
90,183,0.16474464579901155
90,2,0.0
91,5,59.726027397260275
91,3,9.452054794520548
91,11,6.986301369863014
91,15,2.054794520547945
91,12,0.136986301369863
91,13,0.136986301369863
91,1,0.0
91,2,0.0
91,4,0.0
91,6,0.0
92,11,58.92597968069666
92,1,26.995645863570395
92,12,6.2409288824383164
92,13,2.467343976777939
92,5,2.0319303338171264
92,2,0.0
92,3,0.0
92,4,0.0
92,6,0.0
92,7,0.0
93,23,43.23529411764706
93,25,17.941176470588236
93,17,16.029411764705884
93,1,0.0
93,2,0.0
93,3,0.0
93,4,0.0
93,5,0.0
93,6,0.0
93,7,0.0
94,3,46.45760743321719
94,23,39.721254355400696
94,25,3.2520325203252036
94,5,1.2775842044134729
94,15,1.1614401858304297
94,1,0.0
94,2,0.0
94,4,0.0
94,6,0.0
94,7,0.0
95,1,38.629737609329446
95,3,30.612244897959183
95,7,7.871720116618077
95,5,5.539358600583091
95,9,0.5830903790087464
95,2,0.0
95,4,0.0
95,6,0.0
95,8,0.0
95,10,0.0
96,151,51.94805194805194
96,181,32.467532467532465
96,153,3.339517625231911
96,197,2.2263450834879404
96,154,0.1855287569573284
96,192,0.1855287569573284
96,1,0.0
96,2,0.0
96,3,0.0
96,4,0.0
97,153,49.85754985754986
97,175,25.498575498575498
97,151,5.555555555555555
97,181,5.413105413105413
97,154,5.270655270655271
97,176,0.2849002849002849
97,197,0.14245014245014245
97,1,0.0
97,2,0.0
97,3,0.0
98,175,41.02564102564102
98,185,35.43123543123543
98,153,3.9627039627039626
98,186,3.0303030303030303
98,176,2.331002331002331
98,177,2.097902097902098
98,149,0.6993006993006993
98,183,0.4662004662004662
98,1,0.0
98,2,0.0
99,153,58.333333333333336
99,147,22.95918367346939
99,149,6.122448979591836
99,154,3.4013605442176873
99,175,2.5510204081632653
99,151,1.0204081632653061
99,150,0.3401360544217687
99,185,0.17006802721088435
99,1,0.0
99,2,0.0
100,113,23.265895953757227
100,103,21.38728323699422
100,111,15.606936416184972
100,119,9.971098265895954
100,217,7.369942196531793
100,115,5.635838150289017
100,215,2.167630057803468
100,195,0.5780346820809248
100,105,0.4335260115606936
100,109,0.1445086705202312
101,108,38.471177944862156
101,104,34.21052631578947
101,102,12.155388471177945
101,106,9.774436090225564
101,90,1.3784461152882206
101,112,1.3784461152882206
101,114,0.6265664160401002
101,218,0.12531328320802004
101,1,0.0
101,2,0.0
102,114,18.639053254437872
102,196,17.75147928994083
102,120,15.088757396449704
102,104,14.497041420118343
102,112,7.396449704142012
102,106,5.9171597633136095
102,218,4.585798816568047
102,216,1.4792899408284024
102,108,0.4437869822485207
102,116,0.4437869822485207
103,106,45.49689440993789
103,196,17.857142857142858
103,206,17.236024844720497
103,190,8.540372670807454
103,108,5.978260869565218
103,1,0.0
103,2,0.0
103,3,0.0
103,4,0.0
103,5,0.0
104,196,66.61608497723824
104,192,16.5402124430956
104,190,7.283763277693475
104,198,4.400606980273141
104,191,0.15174506828528073
104,1,0.0
104,2,0.0
104,3,0.0
104,4,0.0
104,5,0.0
105,202,65.49707602339181
105,206,20.321637426900587
105,98,5.263157894736842
105,86,0.7309941520467835
105,92,0.29239766081871343
105,106,0.14619883040935672
105,108,0.14619883040935672
105,1,0.0
105,2,0.0
105,3,0.0
106,190,37.865055387713994
106,204,17.220543806646525
106,194,16.717019133937562
106,206,15.307150050352467
106,189,0.7049345417925479
106,192,0.4028197381671702
106,1,0.0
106,2,0.0
106,3,0.0
106,4,0.0
107,198,46.41909814323608
107,182,12.9973474801061
107,120,9.549071618037134
107,196,8.753315649867375
107,152,3.978779840848806
107,218,2.6525198938992043
107,216,0.7957559681697612
107,1,0.0
107,2,0.0
107,3,0.0
108,204,47.80915287244401
108,206,26.582278481012654
108,200,17.526777020447906
108,202,0.5842259006815969
108,1,0.0
108,2,0.0
108,3,0.0
108,4,0.0
108,5,0.0
108,6,0.0
109,192,59.683794466403164
109,198,23.3201581027668
109,194,11.067193675889328
109,191,3.557312252964427
109,190,1.3175230566534915
109,152,0.13175230566534915
109,1,0.0
109,2,0.0
109,3,0.0
109,4,0.0
110,198,60.259740259740255
110,152,33.246753246753244
110,182,0.5194805194805194
110,1,0.0
110,2,0.0
110,3,0.0
110,4,0.0
110,5,0.0
110,6,0.0
110,7,0.0
111,200,47.5
111,136,28.676470588235293
111,202,20.88235294117647
111,206,1.0294117647058822
111,1,0.0
111,2,0.0
111,3,0.0
111,4,0.0
111,5,0.0
111,6,0.0
112,204,21.869782971619365
112,208,20.95158597662771
112,200,20.70116861435726
112,194,18.113522537562606
112,210,9.265442404006679
112,1,0.0
112,2,0.0
112,3,0.0
112,4,0.0
112,5,0.0
113,198,44.5095168374817
113,192,22.401171303074673
113,152,16.544655929721817
113,194,6.734992679355783
113,208,2.635431918008785
113,154,0.43923865300146414
113,191,0.14641288433382138
113,1,0.0
113,2,0.0
113,3,0.0
114,208,62.90672451193059
114,210,11.496746203904555
114,194,3.036876355748373
114,198,2.6030368763557483
114,152,0.6507592190889371
114,192,0.43383947939262474
114,1,0.0
114,2,0.0
114,3,0.0
114,4,0.0
115,210,55.03685503685504
115,136,17.444717444717444
115,138,12.285012285012286
115,200,6.511056511056511
115,128,0.2457002457002457
115,1,0.0
115,2,0.0
115,3,0.0
115,4,0.0
115,5,0.0
116,74,43.85382059800664
116,72,23.089700996677742
116,76,12.624584717607974
116,164,6.64451827242525
116,158,3.9867109634551494
116,146,1.8272425249169437
116,62,0.16611295681063123
116,1,0.0
116,2,0.0
116,3,0.0
117,76,56.79245283018868
117,72,26.037735849056602
117,80,7.169811320754717
117,88,3.3962264150943398
117,146,1.1320754716981132
117,124,0.18867924528301888
117,1,0.0
117,2,0.0
117,3,0.0
117,4,0.0
118,172,34.29319371727749
118,158,26.96335078534031
118,164,25.916230366492147
118,146,4.712041884816754
118,174,1.5706806282722512
118,74,1.0471204188481675
118,1,0.0
118,2,0.0
118,3,0.0
118,4,0.0
119,146,72.11055276381909
119,72,19.09547738693467
119,164,2.512562814070352
119,74,1.507537688442211
119,158,1.256281407035176
119,1,0.0
119,2,0.0
119,3,0.0
119,4,0.0
119,5,0.0
120,62,54.48028673835126
120,158,25.089605734767023
120,54,7.885304659498208
120,74,4.659498207885305
120,64,0.7168458781362007
120,76,0.35842293906810035
120,1,0.0
120,2,0.0
120,3,0.0
120,4,0.0
121,158,89.1156462585034
121,146,4.761904761904762
121,76,0.6802721088435374
121,172,0.6802721088435374
121,74,0.3401360544217687
121,164,0.3401360544217687
121,1,0.0
121,2,0.0
121,3,0.0
121,4,0.0
122,156,49.0272373540856
122,54,39.559014267185475
122,158,4.150453955901426
122,160,0.7782101167315175
122,62,0.38910505836575876
122,64,0.38910505836575876
122,1,0.0
122,2,0.0
122,3,0.0
122,4,0.0
123,186,69.8744769874477
123,66,13.807531380753138
123,10,3.765690376569038
123,68,0.8368200836820083
123,185,0.41841004184100417
123,1,0.0
123,2,0.0
123,3,0.0
123,4,0.0
123,5,0.0
124,160,74.0343347639485
124,156,10.085836909871244
124,140,0.4291845493562232
124,1,0.0
124,2,0.0
124,3,0.0
124,4,0.0
124,5,0.0
124,6,0.0
124,7,0.0
125,156,39.097744360902254
125,58,24.06015037593985
125,54,21.553884711779446
125,56,6.7669172932330826
125,160,0.2506265664160401
125,1,0.0
125,2,0.0
125,3,0.0
125,4,0.0
125,5,0.0
126,10,44.946236559139784
126,68,30.107526881720432
126,186,6.881720430107527
126,66,4.946236559139785
126,2,0.43010752688172044
126,9,0.21505376344086022
126,1,0.0
126,3,0.0
126,4,0.0
126,5,0.0
127,156,59.943977591036415
127,58,22.969187675070028
127,162,4.761904761904762
127,160,0.8403361344537815
127,1,0.0
127,2,0.0
127,3,0.0
127,4,0.0
127,5,0.0
127,6,0.0
128,132,46.3768115942029
128,130,31.15942028985507
128,160,4.710144927536232
128,162,3.6231884057971016
128,1,0.0
128,2,0.0
128,3,0.0
128,4,0.0
128,5,0.0
128,6,0.0
129,58,61.5530303030303
129,60,17.424242424242426
129,156,9.848484848484848
129,56,1.7045454545454544
129,162,0.946969696969697
129,1,0.0
129,2,0.0
129,3,0.0
129,4,0.0
129,5,0.0
130,162,53.90070921985816
130,160,28.368794326241137
130,132,6.382978723404255
130,156,0.3546099290780142
130,1,0.0
130,2,0.0
130,3,0.0
130,4,0.0
130,5,0.0
130,6,0.0
131,56,45.49618320610687
131,8,20.610687022900763
131,10,11.755725190839694
131,60,10.687022900763358
131,58,2.1374045801526718
131,1,0.0
131,2,0.0
131,3,0.0
131,4,0.0
131,5,0.0
132,66,35.733333333333334
